CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,LOCALIDAD INEGI, NOMBRE LOCALIDAD,COLONIA,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,SOSTENIMIENTO,NIVEL,PROGRAMA,DESERCIÓN INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL
14DJN0244E,MATUTINO,SOR JUANA INES DE LA CRUZ,NIÑOS HEROES,20,LA CONCEPCION,0,0,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0245D,MATUTINO,RUBEN DARIO,LOPEZ COTILLA,106,SAN ANTONIO DE LOS VAZQUEZ,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0246C,MATUTINO,VALENTIN GOMEZ FARIAS,REVOLUCION 311,1,TEPATITLAN DE MORELOS,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0247B,MATUTINO,SOR JUANA INES DE LA CRUZ,PRIVADA SOR JUANA INES DE LA CRUZ,223,PEGUEROS,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0248A,MATUTINO,CRISTOBAL COLON,PRESBITERO CARLOS ESQUEDA LARA 1,1,UNION DE SAN ANTONIO,0,0,109,UNION DE SAN ANTONIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0249Z,MATUTINO,SOR JUANA INES DE LA CRUZ,PROLONGACION CORREGIDORA,16,BELEN DEL REFUGIO,0,0,91,TEOCALTICHE,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0250P,MATUTINO,MARIA MONTESSORI,PORFIRIO DIAZ 435,1,TEPATITLAN DE MORELOS,0,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0251O,MATUTINO,PATRIA,SOYATLAN,4,ATACCO,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0252N,MATUTINO,GABRIELA MISTRAL,FRANCISCO SARABIA 60,33,SAN JOSE CASAS CAIDAS,0,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0253M,MATUTINO,NICOLAS BRAVO,PRIVADA HUERTAS 2,1,ENCARNACION DE DIAZ,9336,SAN PABLO,35,ENCARNACION DE DIAZ,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0254L,MATUTINO,LEONA VICARIO,GARDENIAS,1,SAN DIEGO DE ALEJANDRIA,9113,SAN JOSE,72,SAN DIEGO DE ALEJANDRIA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0255K,MATUTINO,ROSAURA ZAPATA,MATANZAS 1,33,MATANZAS,0,0,64,OJUELOS DE JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0256J,MATUTINO,ROSAURA ZAPATA,ITURBIDE 72,182,SAN JOSE DE LOS REYNOSO,0,0,78,SAN MIGUEL EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0257I,MATUTINO,JOSE MARIA MERCADO,JOSE MARIA MERCADO 2 B,1,GUACHINANGO,0,0,38,GUACHINANGO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0258H,MATUTINO,CUAUHTEMOC,LAZARO CARDENAS 2,144,SANTA TERESA,0,0,94,TEQUILA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0259G,MATUTINO,REVOLUCION MEXICANA,FLORIDA 29,6,SANTA CRUZ DEL ASTILLERO,0,0,9,EL ARENAL,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0260W,MATUTINO,MA GUADALUPE DIAZ,CUAUHTEMOC 93,1,COLOTLAN,0,0,25,COLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0261V,MATUTINO,PETRITA GODINEZ AGUAYO,ORQUIDEA 1,1,AHUALULCO DE MERCADO,9039,LA FLORESTA,3,AHUALULCO DE MERCADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0398H,VESPERTINO,EMILIANO ZAPATA,JACINTO PEÑA 81,1,ZAPOPAN,9049,VILLA DE GUADALUPE,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0399G,MATUTINO,LIBERTAD,REFORMA 12,41,PLATANAR,0,0,108,TUXPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0400F,MATUTINO,HERMELINDA PEREZ CURIEL,DAMIAN CARMONA 56,1,MASCOTA,0,0,58,MASCOTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0401E,MATUTINO,FRANCISCO MARQUEZ,HUERTAS 98,1,TONALA,9056,ALTAMIRA,101,TONALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0402D,MATUTINO,MEXICO,16 DE SEPTIEMBRE 198,17,VERDIA,0,0,119,ZACOALCO DE TORRES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0403C,MATUTINO,JAIME TORRES BODET,CAMINO A SAN JUAN,1,TALA,0,0,83,TALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0404B,MATUTINO,CUAUHTEMOC,HIDALGO,5,CUXPALA,0,0,83,TALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0405A,MATUTINO,CONCEPCION BECERRA DE CELIS,ANDADOR PASEO DE LA ARBOLEDA,1,ZAPOPAN,9332,UNIDAD ARBOLEDA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0406Z,MATUTINO,MANUEL M PONCE,MANUEL M PONCE 13,2,BUENAVISTA,0,0,77,SAN MARTIN HIDALGO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0407Z,MATUTINO,AGUSTIN MELGAR,HIDALGO 80,42,SAN JOSE DE AVILA,0,0,110,UNION DE TULA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0408Y,MATUTINO,EL RIO CANTA,AMADO NERVO 141,1,PUERTO VALLARTA,9075,BENITO JUAREZ,67,PUERTO VALLARTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0409X,MATUTINO,JUAN ESCUTIA,PEDRO MORENO 240,28,IXTAPA,0,0,67,PUERTO VALLARTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0410M,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,VALLARTA,1,HUEJUQUILLA EL ALTO,0,0,42,HUEJUQUILLA EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0411L,MATUTINO,LEONA VICARIO,TRINIDAD MARTINEZ YAÑEZ,101,SAN FELIPE DE HIJAR,0,0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0412K,MATUTINO,RAMON LOPEZ VELARDE,RAMON LOPEZ VELARDE 1,11,CASTRO URDIALES (PACANA),0,0,83,TALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0413J,MATUTINO,IGNACIO M ALTAMIRANO,FRESAS 239,1,ZAPOPAN,9281,UNIDAD TUZANIA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0414I,MATUTINO,ROSAURA ZAPATA,DOCTOR PEDRO DE ALBA 12,1,SAN JUAN DE LOS LAGOS,9015,MI NUEVO SAN JUAN,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0415H,MATUTINO,CUITLAHUAC,MORELOS 56,16,SAN ISIDRO MAZATEPEC,0,0,83,TALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0416G,MATUTINO,SOR JUANA INES DE LA CRUZ,6 DE ENERO 90,1,ZAPOPAN,9181,NUEVO MEXICO,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0417F,MATUTINO,JUSTO SIERRA MENDEZ,FRANCISCO I MADERO 7,6,LOS CEDROS,0,0,44,IXTLAHUACAN DE LOS MEMBRILLOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0418E,MATUTINO,MIGUEL HIDALGO Y COSTILLA,LOPEZ MATEOS 1,29,EL JAZMIN,0,0,113,SAN GABRIEL,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0419D,MATUTINO,LIBRADA MADRIGAL ORTEGA,NIGROMANTE,1,TECALITLAN,0,0,87,TECALITLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0420T,MATUTINO,CLEMENTE OROZCO,AVENIDA 29,1,PUERTO VALLARTA,9060,COAPINOLE,67,PUERTO VALLARTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0421S,MATUTINO,FRANCISCO VILLA,EMILIANO ZAPATA 50 A,21,SAN JOSE EL VERDE (EL VERDE),0,0,70,EL SALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0422R,MATUTINO,DAVID G BERLANGA,AVENIDA LA PAZ 72,14,LAS PINTITAS,0,0,70,EL SALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0423Q,MATUTINO,EMILIANO ZAPATA,MORELOS 17,7,CHAPULIMITA (CHAPULI),0,0,3,AHUALULCO DE MERCADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0424P,MATUTINO,QUETZALCOATL,GOMEZ FARIAS 58,1,AHUALULCO DE MERCADO,9038,EJIDO CINCO DE MAYO,3,AHUALULCO DE MERCADO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0426N,MATUTINO,MARCELINO GARCIA BARRAGAN,BOULEVARD DE LA ESPUELA 350,1,ZAPOPAN,9116,EL VIGIA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0427M,MATUTINO,EMILIANO ZAPATA,CONOCIDO,122,EL SALITRE (LA MORA),0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0428L,MATUTINO,JAIME NUNO,CONOCIDO,15,EL GOBERNADOR,0,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0429K,MATUTINO,ANA MARIA GUTIERREZ MALDONADO,HIDALGO,94,LA LAJA,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0430Z,MATUTINO,OVIDIO DECROLY,RUBEN DARIO,1,ZAPOPAN,9048,LA CORONILLA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0431Z,MATUTINO,MIGUEL HIDALGO Y COSTILLA,20 DE NOVIEMBRE,84,PABELO,0,0,68,VILLA PURIFICACION,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0433X,MATUTINO,ROSAURA ZAPATA,PROLONGACION ALAMO,1,TEOCALTICHE,0,0,91,TEOCALTICHE,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0434W,MATUTINO,NIÑOS HEROES,5 DE MAYO,56,LAGUNILLAS DE MACOACA (LAGUNILLAS),0,0,27,CUAUTITLAN DE GARCIA BARRAGAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0435V,MATUTINO,BENITO JUAREZ,TUCAN,68,APAZULCO (MIGUEL HIDALGO VIEJO),0,0,43,LA HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0436U,MATUTINO,FRANCISCO VILLA,PLAN DE AYALA,41,FRANCISCO VILLA,0,0,43,LA HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0437T,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,TIBURON 10,146,PERULA,0,0,43,LA HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0438S,MATUTINO,CUITLAHUAC,JUAN GIL PRECIADO 3,4,AGUA CALIENTE VIEJA DE APAZULCO,0,0,43,LA HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0439R,MATUTINO,JUAN ESCUTIA,AVENIDA DIAZ ORDAZ,26,LA CONCEPCION (LA CONCHA),0,0,43,LA HUERTA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0440G,MATUTINO,SOR JUANA INES DE LA CRUZ,ESTHER ZUNO 3,225,EL SALVADOR,0,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0441F,MATUTINO,VICENTE GUERRERO,REVOLUCION 68,1,JILOTLAN DE LOS DOLORES,0,0,49,JILOTLAN DE LOS DOLORES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0442E,MATUTINO,GABRIELA MISTRAL,JOSE ANTONIO TORRES 45,14,SAN MARCOS,0,0,119,ZACOALCO DE TORRES,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0443D,MATUTINO,CUAUHTEMOC,EL CONEJO 1,2,AJIJIC,5,SAN ANTONIO TLAYACAPAN,30,CHAPALA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0444C,MATUTINO,LAZARO CARDENAS DEL RIO,GRAN VIA 85,1,ARANDAS,9012,BUENAVISTA,8,ARANDAS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0445B,MATUTINO,AMADO NERVO,PEDRO MARIA ANAYA 94,1,SAN MIGUEL EL ALTO,9003,JUAN LOZA,78,SAN MIGUEL EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0446A,MATUTINO,ANGELA PERALTA,FATIMA 111,89,SANTA RITA,0,0,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0447Z,MATUTINO,EMILIANO ZAPATA,LIBERTAD,90,SANTA ELENA,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0448Z,MATUTINO,NICOLAS BRAVO,AVENIDA NORTE 200,44,MARGARITAS,0,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0449Y,VESPERTINO,ITZCOATL,CRISTOBAL COLON 2,1,JOCOTEPEC,9006,NEXTIPAC,50,JOCOTEPEC,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0450N,VESPERTINO,ALFREDO RAMON PLASCENCIA,NIÑOS HEROES 99,1,AMATITAN,0,0,5,AMATITAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0451M,MATUTINO,RAFAEL RAMIREZ,MORELOS 175,6,JUAN GIL PRECIADO (LA LOMA),0,0,114,VILLA CORONA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0452L,MATUTINO,FRANCISCO I MADERO,GUADALUPE VICTORIA 1000,1,TIZAPAN EL ALTO,4,LOMA BONITA,96,TIZAPAN EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0453K,MATUTINO,JOSE ZAPIEN,NAYARIT 98,1,TIZAPAN EL ALTO,9012,SANTA ANA,96,TIZAPAN EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0454J,MATUTINO,MANUEL CRESPO MONARREZ,REVOLUCION 69,7,SAN MIGUEL HIDALGO,0,0,54,EL LIMON,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0455I,MATUTINO,VASCO DE QUIROGA,ALDAMA 336,1,SAN MIGUEL EL ALTO,0,0,78,SAN MIGUEL EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0456H,MATUTINO,XICOTENCATL,EMILIANO ZAPATA,1,ATEMAJAC DE BRIZUELA,9034,SAN JOSE,10,ATEMAJAC DE BRIZUELA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0457G,VESPERTINO,MIGUEL HIDALGO Y COSTILLA,HIDALGO 2,64,LOS DOLORES,0,0,125,SAN IGNACIO CERRO GORDO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0458F,MATUTINO,PEDRO MORENO,CONOCIDO,19,CHINAMPAS,0,0,64,OJUELOS DE JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0459E,MATUTINO,JUAN ESCUTIA,FRANCISCO SARABIA 295,1,IXTLAHUACAN DEL RIO,0,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0460U,MATUTINO,LAZARO CARDENAS DEL RIO,EMILIANO ZAPATA INTERIOR 7 A,22,PALO ALTO,0,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0461T,MATUTINO,IGNACIO ZARAGOZA,JALISCO 9,1,TOTATICHE,0,0,104,TOTATICHE,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0462S,MATUTINO,LAZARO CARDENAS DEL RIO,SAN MARTIN 10,1,TLAQUEPAQUE,6033,PLAN DE ORIENTE,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0463R,MATUTINO,MARGARITA MAZA DE JUAREZ,FELIX CERVANTES 990,1,TLAQUEPAQUE,6059,LA ASUNCION,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0464Q,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,EMILIANO ZAPATA,20,LA LAGUNILLA,0,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0465P,MATUTINO,VICENTE GUERRERO,LAZARO CARDENAS 5,25,SAN PEDRO TOXIN,0,0,99,TOLIMAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0466O,MATUTINO,ROSARIO CASTELLANOS,PASCUAL CASTELLANOS L 170,1,OCOTLAN,9046,RIO ZULA,63,OCOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0467N,MATUTINO,SOR JUANA INES DE LA CRUZ,EDUCACION 26,10,LABOR DE MEDINA,0,0,77,SAN MARTIN HIDALGO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0468M,MATUTINO,LAZARO CARDENAS DEL RIO,HIDALGO 11,5,VILLA LAZARO CARDENAS (EL ASERRADERO),0,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0470A,MATUTINO,FEDERICO FROEBEL,CONOCIDO,5,CARROZAS,0,0,105,TOTOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0471Z,MATUTINO,NIÑO ARTILLERO,ALLENDE,99,TEPONAHUASCO,0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0472Z,MATUTINO,FERNANDO MONTES DE OCA,CALLEJON DEL OLMO 2,117,JARDINES DE LA CALERA,0,0,97,TLAJOMULCO DE ZUÑIGA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0473Y,MATUTINO,LAZARO CARDENAS DEL RIO,REFORMA 60,6,LA CALERA,0,0,97,TLAJOMULCO DE ZUÑIGA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0474X,MATUTINO,FERNANDO MONTES DE OCA,SAN JOSE 106,180,PALOMAR,6036,SANTA ISABEL,97,TLAJOMULCO DE ZUÑIGA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0475W,MATUTINO,JOSE MA MORELOS Y PAVON,ARCADIO GONZALEZ,26,LA PAZ DE ORDAZ,0,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0476V,MATUTINO,FRANCISCO MARQUEZ,FRANCISCO MARQUEZ 1,5,SAN MIGUEL DE LA PAZ,0,0,47,JAMAY,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0477U,MATUTINO,NARCISO MENDOZA,JAZMIN 2,1,OCOTLAN,9039,EL PORVENIR,63,OCOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0478T,MATUTINO,NIÑOS HEROES,PICO DE ORIZABA 48,1,IXTLAHUACAN DEL RIO,6149,CERRO DE LA CRUZ,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0479S,MATUTINO,VICENTE GUERRERO,MAGNOLIA,168,SAN JOSE DE LAS FLORES (GALLINAS DE ARRIBA),0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0480H,MATUTINO,FRANCISCO I MADERO,LAZARO CARDENAS 35,46,TECUALTITAN,0,0,123,ZAPOTLAN DEL REY,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0481G,MATUTINO,BENITO JUAREZ,INDEPENDENCIA 141,117,LA MEZQUITERA,0,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0482F,MATUTINO,VALENTIN GOMEZ FARIAS,MEDRANO 106,3,AHUATLAN,0,0,123,ZAPOTLAN DEL REY,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0483E,MATUTINO,SOR JUANA INES DE LA CRUZ,ALVARO OBREGON 98,33,SANTA CRUZ EL GRANDE,0,0,66,PONCITLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0484D,MATUTINO,GABRIELA MISTRAL,GUADALUPE VICTORIA 18,60,VILLA DE GARCIA MARQUEZ (EL TARENGO NUEVO),0,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0485C,MATUTINO,NIÑOS HEROES DE CHAPULTEPEC,EMILIANO ZAPATA 18 A,74,LOS VOLCANES,0,0,12,ATENGUILLO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0486B,MATUTINO,VICTORIANO ZEPEDA CAMACHO,JAVIER MINA 49,34,SANTA CRUZ DE LAS FLORES,0,0,97,TLAJOMULCO DE ZUÑIGA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0487A,MATUTINO,JOSE MA MORELOS Y PAVON,JUAREZ 123,14,CUEXCOMATITLAN,0,0,97,TLAJOMULCO DE ZUÑIGA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0488Z,MATUTINO,EMILIANO ZAPATA,JUAN ZARAGOZA 35,12,SANTA ROSA (LA HACIENDA DE SANTA ROSA),0,0,44,IXTLAHUACAN DE LOS MEMBRILLOS,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0489Z,MATUTINO,JOSE MA MORELOS Y PAVON,BENITO JUAREZ 204,1,AYUTLA,0,0,17,AYUTLA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0490O,MATUTINO,24 DE FEBRERO,JUAREZ 10,85,SAN JUAN DEL MONTE,0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0491N,MATUTINO,HERNAN CORTES,CONOCIDO,44,SAN ISIDRO,0,0,105,TOTOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0492M,MATUTINO,NIÑOS HEROES DE CHAPULTEPEC,LAZARO CARDENAS,38,SANTA LUCIA,0,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0493L,MATUTINO,MIGUEL HIDALGO Y COSTILLA,PRISCILIANO SANCHEZ 5,31,SAN ANTONIO DE RIVAS,0,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0494K,MATUTINO,AGUSTIN YAÑEZ,GONZALEZ ORTEGA 36,32,SAN FRANCISCO DE RIVAS,0,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
14DJN0495J,MATUTINO,LAZARO CARDENAS DEL RIO,CONOCIDO,27,LAS CRUCES,0,0,29,CUQUIO,FEDERALIZADO,PREESCOLAR,GENERAL,N.A.,N.A.,N.A.,N.A.
